Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of fatty acid metabolic process (GO:0045923)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.7000774620556028	0.7045286805230409	ELOVL5
regulation of viral genome replication (GO:0045069)	3/64	0.214295124946425830092522346603800542652606964111328125	0.40975180242988507028911726592923514544963836669921875	0.305121360185847068091646860921173356473445892333984375	0.5319639873253745321335372864268720149993896484375	-0.4549090850366362	0.7007424665882407	OAS1;OAS3;PROX1
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	4/94	0.207864174335915752322989646927453577518463134765625	0.407290138603308482512233013039804063737392425537109375	0.3137515171620506304606124103884212672710418701171875	0.5319639873253745321335372864268720149993896484375	-0.44464663757881084	0.6984822505846046	PSME4;HMOX1;LIMD1;KLF2
regulation of cell death (GO:0010941)	4/97	0.2236254143002459338074316974598332308232784271240234375	0.409787062556660253154205975079094059765338897705078125	0.33344222703348391778632731075049377977848052978515625	0.54044921714397575751576141556142829358577728271484375	-0.46431149886679546	0.6954378160786496	LRP1;CTSZ;BMP7;CLU
intestinal absorption (GO:0050892)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.5718552834312375	0.6922883364322665	SLC2A5
response to amino acid (GO:0043200)	2/35	0.2170864029429872832377412805726635269820690155029296875	0.40975180242988507028911726592923514544963836669921875	0.289609567161559056103214970789849758148193359375	0.5249019750813099793873561793589033186435699462890625	-0.4516614948837405	0.6898947922008561	SH3BP4;TMBIM6
aspartate family amino acid catabolic process (GO:0009068)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.7455502094828365	0.6890528287440544	ASPA
negative regulation of cytokine secretion (GO:0050710)	2/41	0.27277051490498127606088019092567265033721923828125	0.437355928963216344929065826363512314856052398681640625	0.35358395065299841331096786234411410987377166748046875	0.5443825883625785788666462394758127629756927490234375	-0.5257182418351541	0.6829734175980892	LILRB1;GBP1
calcium ion transport into cytosol (GO:0060402)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.7382032968033826	0.6822626610264101	ITPR3
regulation of protein polymerization (GO:0032271)	2/31	0.1805744749063413479017725649100611917674541473388671875	0.390481209029185538650352782497066073119640350341796875	0.2464803976007303998319031279606861062347888946533203125	0.52025018436372938435141577429021708667278289794921875	-0.39486030794820304	0.6758476346744167	PAK3;PFN1
regulation of proteolysis (GO:0030162)	3/64	0.214295124946425830092522346603800542652606964111328125	0.40975180242988507028911726592923514544963836669921875	0.305121360185847068091646860921173356473445892333984375	0.5319639873253745321335372864268720149993896484375	-0.4373900326569262	0.6737560985849332	CST3;BTBD3;PLAT
ribose phosphate metabolic process (GO:0019693)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.5281437194915618	0.672226502927816	DERA
positive regulation of potassium ion transmembrane transport (GO:1901381)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.6073713645040112	0.6685395559831427	ANK2
ubiquitin-dependent protein catabolic process (GO:0006511)	12/342	0.1496055958455441425858367665568948723375797271728515625	0.3820794497719166571414461941458284854888916015625	0.325811368434306636299169213089044205844402313232421875	0.54044921714397575751576141556142829358577728271484375	-0.35162344366537945	0.6679976247279976	MYLIP;ANKIB1;ZNRF3;RNF216;UBA7;BTBD3;PSME4;UBR5;TNFAIP3;RFFL;KCTD17;TP53
regulation of mitochondrial membrane permeability (GO:0046902)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.6916067439348094	0.6666594201240226	TP53
apoptotic DNA fragmentation (GO:0006309)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.6053973310496682	0.6663667182002156	DICER1
cardiac ventricle development (GO:0003231)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.6332791467700555	0.6661000683602641	ENG
growth hormone receptor signaling pathway (GO:0060396)	1/21	0.4119045043512861159484828021959401667118072509765625	0.5275431558893279859745462090359069406986236572265625	0.47525904087586112733987420142511837184429168701171875	0.61705264106384716260578215951682068407535552978515625	-0.7509805225954116	0.6660924945310186	PXN
regulation of cell cycle phase transition (GO:1901987)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.6332223100393216	0.6660402859555847	TP53
skeletal muscle thin filament assembly (GO:0030240)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.4686166612487544	0.6635186549691132	PROX1
positive regulation of immune system process (GO:0002684)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.630669352497933	0.6633550164318478	LGALS9
negative regulation of catabolic process (GO:0009895)	2/41	0.27277051490498127606088019092567265033721923828125	0.437355928963216344929065826363512314856052398681640625	0.35358395065299841331096786234411410987377166748046875	0.5443825883625785788666462394758127629756927490234375	-0.5061049079129848	0.6574932561097669	CST3;APOC1
skeletal myofibril assembly (GO:0014866)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.5164075993338874	0.6572886541560289	PROX1
acetylcholine receptor signaling pathway (GO:0095500)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.7089507838935218	0.6552268872957671	RGS10
positive regulation of toll-like receptor signaling pathway (GO:0034123)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.7018090504006886	0.6486263503999536	TLR2
regulation of blood vessel size (GO:0050880)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.5089400867156135	0.647783930900427	ACE
regulation of dendrite development (GO:0050773)	2/38	0.24486663329002766875674979019095189869403839111328125	0.4144009391341985093504263204522430896759033203125	0.321783425372149600729443363889004103839397430419921875	0.5362426141642939736442485809675417840480804443359375	-0.4600514455864859	0.6473115085410304	MEF2C;BMP7
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.6697396893401232	0.6455811439739451	SOD2
regulation of response to DNA damage stimulus (GO:2001020)	2/37	0.2355839039955427427486256419797427952289581298828125	0.41395713978894821405418724680203013122081756591796875	0.31109120314802096718409529785276390612125396728515625	0.5319639873253745321335372864268720149993896484375	-0.4452768860561419	0.6437315170803497	MYC;CRY1
regulation of response to cytokine stimulus (GO:0060759)	1/21	0.4119045043512861159484828021959401667118072509765625	0.5275431558893279859745462090359069406986236572265625	0.47525904087586112733987420142511837184429168701171875	0.61705264106384716260578215951682068407535552978515625	-0.722090531386348	0.6404681198203156	IFIH1
histone H2A monoubiquitination (GO:0035518)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.6342963949751432	0.6383293655822136	KDM2B
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	2/29	0.16269428012213993373080711535294540226459503173828125	0.3820794497719166571414461941458284854888916015625	0.2249785739648743898566607413158635608851909637451171875	0.51949862548469660783467816145275719463825225830078125	-0.35073935269042694	0.6369014250278385	TNFAIP3;NOD1
negative regulation of cell projection organization (GO:0031345)	2/42	0.282069935991478615289196341109345667064189910888671875	0.438345654779955518076661746817990206182003021240234375	0.364071790601660172370657164719887077808380126953125	0.55392877700027032261687054415233433246612548828125	-0.5013905757120852	0.634560032363889	MYLIP;APOE
negative regulation of viral process (GO:0048525)	1/22	0.426592909800461106417657219935790635645389556884765625	0.53928501270178774706920421522227115929126739501953125	0.490428439216154032909145144003559835255146026611328125	0.6301060173693262544958315629628486931324005126953125	-0.7436776457187295	0.6335576477401476	TRIM21
negative regulation of ATPase activity (GO:0032780)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.4953511098028864	0.6304877478894779	PXK
regulation of systemic arterial blood pressure by hormone (GO:0001990)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.5976529684824194	0.6286274941979162	ACE
